screen_name, location, created_at, description
MrAudiS4,,Fri Aug 26 14:46:36 +0000 2011,
RevoltEnergyLtd,Vancouver; BC,Mon Oct 03 18:55:43 +0000 2011,Revolt Energy Solutions. Energy consulting - Lighting Retrofits - Alternative options for world of possibilities. 
Jonop35,,Sun Aug 07 02:08:36 +0000 2011,
DeirdMaultsaid,,Sat Jun 04 23:56:47 +0000 2011,Author; Communications Instructor; Advocate for Common Sense & Metaphor; Foreboding and Surprises  
bcsafetygeek,,Sun Jul 17 00:51:02 +0000 2011,
gng11,,Sat Apr 11 05:43:17 +0000 2009,Photographer; a political science grad who's crazy about politics as a hobby and a person with a wide range of interests.    Facebook Page: Gent Ng Photography
Dr_B_Honeydew,Holmfirth; Yorkshire; England,Wed Dec 14 17:54:38 +0000 2011,Husband to one; father of two; lover of eleven. Semi-pro train driver; tyrannical leader of Vulgaria; collector of weapons grade uranium; fantasist. 
leciastewart,Vancouver,Tue Nov 30 19:15:13 +0000 2010,
SdarleneL,,Wed Aug 24 00:20:33 +0000 2011,
myzteryo,uranus,Sat Jun 20 07:13:06 +0000 2009,i'm pure energy
GoToExperts,,Mon Oct 17 19:30:04 +0000 2011,Marketing Mastery Summit 2011 is a 2-day conference that happens on Dec 3rd & 4th @VanConventions. You will learn from 9 professionals Go To Expert.   
1130reporter,Vancouver; BC; Canada,Fri Oct 01 02:51:25 +0000 2010,Afternoon Drive Reporter at News1130. Huge weather nerd. I hold back from sharing opinions but any you see are my own. I tweet on the beat!
Seanie__D,Vancouver (originally Donegal),Sun Oct 24 20:17:55 +0000 2010,
mediadiplomat,London,Fri Apr 01 15:02:28 +0000 2011,Media Diplomat is a LinkedIn group that connects reporters around the world with international news sources. Follow us for the latest reporter requests. 
scottleaf,Maple Ridge; British Columbia,Mon Nov 10 22:32:08 +0000 2008,political hack; unrepentent capitalist & exposer of Tinfoil Hatism everyhere
Themattbob,vancouver,Thu Nov 18 04:23:11 +0000 2010,Never judge a book by it's cover...just sayin!
angelastephend,Vancouver BC,Mon Apr 27 14:17:53 +0000 2009,
1040abroad,New York; NY,Sun May 23 17:39:05 +0000 2010,
fireonhearts,Vancouver,Sat Feb 12 05:48:29 +0000 2011,And you look like the sunrise: Purple; lemon; baby blue; and gold
JSchaeffler,Vancouver,Mon Mar 30 20:25:30 +0000 2009,Director of Marketing at Vivonet who follows the latest in consumer trends; advertising; marketing; branding; design and developing customer experiences.
soonqbarreras,,Sat Mar 26 20:15:24 +0000 2011,
PhoeLam,Vancouver; BC,Wed Nov 05 04:06:00 +0000 2008,PR & Social Media Specialist @elasticpath. Not a guru. Canucks fan; cat lady; foodie; zombie movie lover. Volunteer w/ @fiveholeforfood. Views are my own.
RichardTeam,Vancouver; BC; Canada,Fri Mar 06 03:43:14 +0000 2009,We sell ur Home 4 TOP $ using sophisticated Hi-Tech MARKETING (2K+ buyers ea/day) + Help Buyers/Investors thrive w/Great DEALS! Top 1% REALTORS. +1-604-767-3703
falternate,,Fri May 06 20:48:13 +0000 2011,
MERLIN8_,,Sat Jun 11 23:22:54 +0000 2011,
Ukjillybean,Vancouver,Wed Feb 16 18:47:36 +0000 2011,Just a tall girl out and about in Vancouver; B.C. Looking for adventure; doing yoga; obsessing over anything plaid and trying to make it in this crazy world ;)
Terrellm29,Alabama,Fri Mar 25 09:02:22 +0000 2011,
AspieJourno,Los Angeles,Tue Oct 07 08:12:04 +0000 2008,I do stuff. I tell stories and love writing. I work at America's Best Company (@ABC) I have AUTISM. I'm LATINO and bilingual. Retweets = hey look at this!
rodmickleburgh,Vancouver,Tue Jan 11 22:15:20 +0000 2011,National correspondent; Globe and Mail. One-time great labour reporter; and long-time fan of the Montreal Expos.
pasqualelm,Montréal,Thu Jun 25 23:49:37 +0000 2009,Transport en commun; vélo; urbanisme; politique municipale; tout sur Montréal. Transit; cycling; urban planning; municipal politics and everything Montréal
kikkypink,,Thu Jun 16 04:40:15 +0000 2011,
rcwainwright,Burnaby; BC; Canada,Fri May 22 18:10:39 +0000 2009,
cjoeta,Las Vegas,Tue Apr 06 07:08:40 +0000 2010,Hotel Sales Director; Reagan Conservative; American History Buff - GOD BLESS AMERICA!
Rachel_Johns,Vancouver; BC,Thu Apr 16 17:27:08 +0000 2009,Event logistics specialist; brand promoter; Blissology Operations Goddess; mother; best wifey ever; Canucks fan; yogi; baker; wino; cyclist; happy maker; friend
Jaclyn_LC,Vancouver; BC,Tue Sep 28 23:25:36 +0000 2010,New Vancouverite in #PR. 
Sia_pan,,Mon Apr 04 16:45:09 +0000 2011,Web developer/ Web admin  PHP/Javascript/Drupal/CSS/....
Rozellah37,New Hampshire,Fri Mar 25 07:58:11 +0000 2011,
mbnorrie,iPhone: 49.265455;-123.136098,Thu Jan 08 11:13:57 +0000 2009,
rockymtlaura,wa,Wed Mar 16 05:34:17 +0000 2011,still travelin'
BC_Housing,,Tue Jan 19 23:03:50 +0000 2010,Our vision is for housing solutions for healthier futures.  Site managed by the Communications team.      
Inebriatedmind,,Wed May 06 06:27:58 +0000 2009,
bunktuzzi44,Port Moody :),Thu Jul 02 23:43:59 +0000 2009,2011 Grey Cup Champs! Go Canucks Lions and Portland Winterhawks and Seattle Seahawks! and Columbus Blue Jackets!  #CurrysCrew FTW  Tyrants Rule!!
AI_Vancouver,Vancouver B.C,Thu Feb 03 08:59:42 +0000 2011,AngloINFO Vancouver is your comprehensive; accurate; and up-to-date source for information on every aspect of life in Vancouver B.C. 
Vancouver_Blood,Vancouver,Mon Dec 14 22:10:24 +0000 2009,
cadeaux_gifts,New Westminster; BC,Mon Mar 07 20:24:21 +0000 2011, We offer the perfect gift for a special friend; the perfect accessory for your outfit and spa service! Ask about our personal shopping!
shaktitravel,Nepal,Tue Aug 04 03:34:33 +0000 2009,Offer luxury and Standard tours and trekking to Nepal;Tibet;India and Bhutan since 1991.
aotulondon,London,Mon Jul 06 15:17:11 +0000 2009,London Underground is a pioneer in commissioning art and design. Art on the Underground builds on this tradition; creating a new legacy of contemporary art.
traingirl82,Florida/Alabama,Thu Jun 25 18:12:46 +0000 2009,
bv_frank,Vancouver; Canada,Thu Feb 17 20:54:46 +0000 2011,with 10 yrs. of Filipino community news reporting
theealchemist,Arcata CA,Sat Jan 24 16:58:40 +0000 2009,Green Building Professionals; Geo-Thermal/Solar Hot H2O/Solar Electric Installers; CPPA Concrete Floor Polishers; Rock Drummer; Bearded Dude; Drinkin' buddy...
Dont_h8_Kate,Vancouver,Thu Apr 14 05:14:40 +0000 2011,Tongue in cheek. Laugh; scowl; roll your eyes. You know; that tall blonde girl you used to be friends with.
Passion_by_Erin,Vancouver; BC,Thu Apr 30 06:14:05 +0000 2009,Passion Parties passion diva servicing the Greater Vancouver Area and beyond. Send email to: erinsgoodydrawer@gmail.com
aguszah,,Mon Dec 06 08:09:47 +0000 2010,
seanfrancois,YHZ,Thu May 28 21:27:45 +0000 2009,Canadian sports addict; father of 2; husband; HipHop head; sneakerhead; lover of all things Chicago. Chicago Bulls; NY Rangers; SF 49ers; Barça; UNC Basketball
darthtunaqueen,Vancouver; BC; Canada,Tue Sep 22 00:35:46 +0000 2009,
DealDoc_Vancou,Vancouver,Sat Jan 29 16:14:54 +0000 2011,Dealdoc.com collects Vancouver daily deals from 300+ daily deal websites. We get you the best daily deals based on your saved preferences - up to 90% off!  
Trulam92,Connecticut,Fri Mar 25 08:35:27 +0000 2011,
swagittarius_,British Columbia; Canada,Mon Dec 01 10:36:07 +0000 2008,Photographer. I Love Craft Beer; Video Games + Geek Culture; Craft Beer; MMA; Craft Beer; Badminton; Craft Beer and Politics. Also; Craft Beer. 
aprilrovi,vancouver; BC,Sat May 02 03:08:38 +0000 2009,makeup addict!
gcreyes629,,Tue Jul 05 06:31:42 +0000 2011,
Vicentae93,Hawaii,Fri Mar 25 08:42:54 +0000 2011,
squiddr6d,Dallas      Texas,Tue Apr 06 12:17:59 +0000 2010,golfer; creator; innovator
HelloMarcOliver,iPhone: 50.069843;-122.946503,Wed Apr 15 00:45:13 +0000 2009,Art Director and UX Product Lead @EASPORTS Canada. Tweets reflect my own thoughts; not those of Electronic Arts.
Mama23Angels,Canada,Tue Aug 03 20:25:46 +0000 2010,Wife to a wonderful man; Mom to 3 gorgeous kids; Social Worker; Jesus fan; love spending time with my family; gardening; reading and traveling to the sun!!
Rosanneb926,Vermont,Fri Mar 25 08:15:00 +0000 2011,
shaunstanislaus,Singapore,Sun May 25 17:54:20 +0000 2008,Entrepreneur; Technopreneur; Social Gaming; Gamfication; Audience Engaging; Game Theory; Game Mechanism; Social Media Marketing;  Gadget; Security
ganga_n,Vancouver; BC,Mon Oct 27 02:50:06 +0000 2008,.
beppedelucio,Vancouver; BC,Mon Sep 06 23:20:46 +0000 2010,General Manager at Fibre-Crown Mouldings Inc. Baseball and Jazz are my big passions.
MrAudiA6Sline,Vancouver; BC,Fri Jun 05 19:46:41 +0000 2009,
RML77,San Diego/LA; CA,Mon Apr 20 10:25:10 +0000 2009,Vox/Songwriter- S.O.S & other projects. Entrepreneur/Owner of Lewd & Crude Greetings™. Writer for SkullsNBones/SexyNBrutal. One fiesty NY'r & mo to the story!
John_L_Daly,Vancouver; BC; Canada,Mon Jun 06 19:26:25 +0000 2011,TV News Reporter - exclusives - corruption; controversy; cops; crime; courts . . . scoops of any serious sort. Thank You Sources; Viewers!
dwpihlainen,Burnaby; BC,Tue Jan 25 07:46:48 +0000 2011,Proud Canadian. Vancouver-based Actor. Hockey Enthusiast. Music Lover. Part-time Guitar Player. Adamant Believer in Theatre. Father of Two Cats.   
DanMe0907,Vancouver,Mon Dec 06 07:58:59 +0000 2010,♥따뜻한 마음과 감성~♥ 함께해요 :D Follow Me~♥  / Traveller~♥ / 인디음악 / 문화생활 / 쇼핑 / 떡볶이 / Cafe / Canada 거주 / Europe  / 달달한커피 / 재테크 / Scuba diving /
SgtRobVermeulen,Vancouver; BC,Mon Oct 04 21:03:17 +0000 2010,Rob Vermeulen is currently posted as a spokesperson for the RCMP in BC. These tweets are his own thoughts and may not reflect an official RCMP position.
AlishaC20,Vancity,Wed Mar 02 22:09:35 +0000 2011,L.A..MUSIC.BEACHES.LIFE.DANCING.JB
LDRLB,,Fri Oct 30 20:40:53 +0000 2009,LeaderLab is an online think tank that shares leadership research and best practices through articles; videos; and podcasts.
dannamanuela960,,Sat May 28 14:23:25 +0000 2011,
lafondues,Toronto,Thu Mar 31 21:46:28 +0000 2011,Chocolate lovers and maker.....otherwise model trains and real one as well.  
jeffgroot,Victoria; BC,Fri Jan 23 19:30:44 +0000 2009,Communications and media/public relations for government; sports fan and avid reader who's both dutch and bald-by-choice (honestly).
DonovanCreed,Check your attic!,Tue Aug 25 02:31:01 +0000 2009,I'm John Locke; the private investor and crime fiction writer; not the guy on Lost! 
seankozak,vancouver / chicago,Fri Mar 20 04:01:58 +0000 2009,stay home dad  photographer: http://et.phanfare.com/portfolio  DJ: http://bit.ly/9gI4nC  audio systems engineer
emgeejay,Victoria; BC,Fri Oct 23 05:50:00 +0000 2009,The official parody of Max Johnson.
joev133325,,Wed May 06 19:18:51 +0000 2009,
LeeeFin,Burnaby; Canada,Sat May 21 21:11:25 +0000 2011,none of your damn business!
kathyjordan,,Wed Jun 09 01:34:41 +0000 2010,Author; Becoming a Life Change Artist; creative coach/consultant; writer/editor; Reiki teacher; passionate about helping us all live creatively.
CailinONeil,Halifax; Nova Scotia; Canada,Thu May 07 17:44:25 +0000 2009,A filmmaker / traveler in Canada & I blog & vlog. I love movies; traveling & hope to see every country in the world!  www.TravelYourself.ca www.CailinONeil.com
bill_jenkins,vancouver bc,Thu Aug 27 19:05:52 +0000 2009,47 years young; comin at ya from my Mom's undeveloped basement suit; FOLKS!
TandISummit,Irving; Texas,Tue Mar 15 20:02:04 +0000 2011,The T&I Summit in Irving TX and T&I Convention in Washington; DC gathers policy makers and industry leaders to dialogue about current transportation issues.
stevestonwhales,Richmond; BC,Tue Feb 08 20:06:13 +0000 2011,Locally-owned and operated whale watching company based out of historic Steveston Village; BC! We also offer sea lion tours; eco tours and fishing charters!
SafeSpaTubs,Vancouver & Across Canada,Thu Mar 24 22:41:06 +0000 2011,At Safe Spa Walk In Tubs; we help our clients gain more independence. We install the finest in ADA accessibility products and other unique bathroom accessories.
AbbyWiseman,Vancouver,Fri Nov 21 20:17:14 +0000 2008,Journalism student; AP at CBC Radio 1; freelance writer and all around fan of a good hearty meal. 
Pingc707,Missouri,Fri Mar 25 08:38:33 +0000 2011,
kerriejaques,Vancouver; BC,Mon Mar 14 19:43:46 +0000 2011,I'm a family first guy; and I'm lucky enough to have the awesomest family in the world!  If I can't laugh (a lot) while doing something I'm not likely to do it!
GOtoGALtv,Vancouver ,Wed Nov 24 06:51:29 +0000 2010,A Comedic Lifestyle TV Series about a Lifestyle Expert sourcing the best places; products and services. Airs Thursday nights @ 8pm on CHEK (Ch.6)
sports_fanman,Vancouver; BC,Sun Feb 07 08:00:28 +0000 2010,Into hockey (Canucks); CSI Series; Law & Order Series; The Mentalist; & comedy. No reality TV crap! Oh BTW; I'm a bit of a social media nut!
mistertaylor86,Vancouver,Sun Jan 09 22:11:06 +0000 2011,
0ryusama,Wichita,Wed Apr 07 18:30:48 +0000 2010,Web producer; chronic runner; technology nut; part-time wine-o and new music discoverer
Comiccrow,iPhone: 49.262414;-123.069379,Wed Jun 09 23:46:42 +0000 2010,Made in Poland; living in Vancouver.
rvscissorkiller,at home ;for now ,Wed Mar 09 17:01:04 +0000 2011,There are those who look at things the way they are; and ask why... I dream of things that never were; and ask why not?   Robert Kennedy 
Point38Creative,,Sun Mar 13 02:42:15 +0000 2011,
ryanmckee,iPhone: 49.294872;-123.149841,Wed Nov 19 20:48:52 +0000 2008,Relocated to Melbourne; Australia where I'm in charge of fan development for Essendon FC of the AFL.
Rositas659,Washington (DC),Fri Mar 25 08:47:21 +0000 2011,
RJCVermeulen,Vancouver; BC; Canada,Fri Apr 08 15:38:22 +0000 2011,This is my personal Twitter account. All tweets are my own thoughts and opinions and not those of any other person or organization
Dave__w1,,Tue Jan 19 23:00:47 +0000 2010,
KelownaEsther,Kelowna; British Columbia,Fri Jul 24 19:53:04 +0000 2009,Owner of Moore Office Solutions - paralegal and office admin services. Wife and mom of 2. Hockey fan. 
doejanec,Columbus,Tue Apr 06 18:04:55 +0000 2010,Wedding and portrait photographer
everwinb,Oklahoma City,Thu Apr 08 05:56:41 +0000 2010,Just your average human being with a not so average job.
Jeanmariem339,Arkansas,Fri Mar 25 08:11:04 +0000 2011,
sasaharaa,Baltimore,Thu Apr 08 12:05:30 +0000 2010,Learn the secrets of lasting love; using the wisdom of Astrology!
GwenFloyd,Vancouver,Wed Mar 19 20:30:33 +0000 2008,mother; blogger; lover of sarcasm
JayConnors,,Sat Nov 20 15:13:55 +0000 2010,
deanmara,Burnaby; BC,Wed Dec 31 06:54:08 +0000 2008,Things that interest me in no particular order: baseball; giving back to the community; innovative cuisine; great sushi; kendo; technology; living in Vancouver
HelaineEmberley,,Thu Dec 16 17:27:10 +0000 2010,
thinkgeek,Fairfax; VA,Wed Jan 23 20:36:46 +0000 2008,Cool products for technophiles; geeks; and the occasional monkey. Follow @thinkgeekspam for our new product feed.
JugglingLib,,Thu Sep 17 05:01:33 +0000 2009,
jenarbo,New Westminster,Sun Nov 16 20:59:02 +0000 2008,Partner at @hyacktheweb; Ops Mgr for @nwfarmers; married to @obrassor; mom to @Kalepants; lover of snug socks and strong tea.
ItsMyPartyShop,Greater Vancouver Area,Tue Sep 14 00:10:33 +0000 2010,Pat Gorman has put together a business that goes a step beyond the traditions of renting party goods. We are a retail party; novelty and costume rental shop
MstlyHrmls,,Mon Dec 27 05:22:23 +0000 2010,
CaitlynMcCarts,Vancouver,Wed Jun 23 00:11:32 +0000 2010,Blanche Macdonald Fashion Merchandising & Paris Fashion Institute Graduate | Contributor at @TheStyleSpy | Canucks Fan | ... I Like To Make Things Look Pretty 
ivkaoskeef,Fort Worth,Thu Apr 08 00:11:20 +0000 2010,Twitter Junkie | Good Friend | Dog Lover
NomadCanfields,Traveling the U.S. and Canada,Mon Jun 21 20:50:08 +0000 2010,Can a family from California leave behind nearly all their possessions and embrace a sort of nomadic lifestyle? We’re gonna find out.
aprilapple,Vancouver; BC,Tue Feb 10 04:41:26 +0000 2009,anything local; good interweb stuff; eargasmic music; breathtaking art; shiny gadgets; sexy guitars; pixie cuts. Intern for @thetyee @tyeearts
_soskyhigh,new jersey,Sat Oct 23 19:07:17 +0000 2010,
jjh1jjh1,,Thu Sep 30 19:29:13 +0000 2010,
MacleanKay,Victoria; BC,Sat Mar 07 02:07:33 +0000 2009,Swashbuckler.  Communications Officer for the BC Government Caucus.  Ginormous Stampeders fan. Views here are my own.
pratunamcenter,Thailand,Wed Oct 14 08:00:05 +0000 2009,
tradedisplays,Vancouver; Canada,Mon Jul 12 18:04:08 +0000 2010,Articles and tips about Trade Shows and trade show displays.
gigi_ck,,Sat Mar 20 02:19:21 +0000 2010,
kentspencer2,vancouver,Wed Jun 30 20:11:57 +0000 2010,I have been a reporter at The Province newspaper since 1973. Yikes. 
miraj_eminor,,Mon Feb 01 19:25:06 +0000 2010,online live sports streaming
cbmcculloch,Canada,Sun Feb 14 16:53:33 +0000 2010,
digital_duck,Vancouver; BC,Tue Dec 15 03:30:06 +0000 2009,My PC Encyclopedia with MS Visio images; plus an integrated approach to Social Media; from Coding to Content; seasoned with a general Social Agitator mashup.  
VSAFFest,Vancouver; BC,Fri Dec 24 20:01:40 +0000 2010,The VSAFF presents contemporary documentary and feature films that explore the culture; history and politics of South Africa. All proceeds to @EwB_Canada.
bunnzilla,Vancouver; Canada,Wed Nov 03 20:16:06 +0000 2010,Drunk on colour
medhatebraheem,,Mon Feb 14 21:38:32 +0000 2011,
TrudyNicola,Vancouver,Mon Jul 13 04:02:43 +0000 2009,
davemkane,Vancouver BC,Mon Nov 02 03:45:34 +0000 2009,Retired chemist; likes food; wine; rugby; history; interesting conversation.
ThePRCoach,Vancouver; BC Canada,Mon Nov 10 18:08:56 +0000 2008,Editor; The PR Coach website with 7;200+ PR resources; PR strategist/crisis/coach for hire; former CEO westcoast PR agency; writer; PR management consultant
FWEBC,Vancouver; BC,Fri May 29 23:26:01 +0000 2009,FWE provides tools; energy; education and support to all women; encouraging them to become wildly successful entrepreneurs. The photo refers to #FWEsparkle.
stevefarber,San Diego,Tue Dec 09 18:14:51 +0000 2008,Bestselling author of The Radical Leap Re-Energized and Greater Than Yourself. Founder; The Extreme Leadership Institute & President of Extreme Leadership; Inc.
slush001,Vancouver; Canada,Thu Mar 11 00:59:41 +0000 2010,Project Manager; dad; husband; musician (guitar/vocals)in the bands Cakewalk and Chasing Jesse
HFHGV_ReStore,Vancouver,Wed Sep 09 21:17:39 +0000 2009,Spreading the word of Habitat for Humanity; one tweet at a time.
ckwanzaa,YVR,Sun Jan 24 16:52:51 +0000 2010,Freelance journo Global TV/CBC Radio/Vcr Sun/food; bev pubs; travel/food/wine/real estate/design/good ppl stories. [first naem dot last naem at Gee Mayull]
samuelbligh,vancouver,Wed May 06 03:58:24 +0000 2009,Vancouver's hottest hair stylist keeping your hair trendy with cut or colour for men and women.  B Fierce Studio 2277 Burrard st (604) 737-8000
donsca,Surrey; BC Canada,Mon Jun 29 03:12:33 +0000 2009,: Writer; Photographer; Biologist
daniellesuter,Vancouver; Canada,Tue Dec 08 03:30:13 +0000 2009,Communications Professional - TV & Online Producer & Former Communications Manager for CNIB (Western Canada)
AlexArthurIM,,Thu Mar 18 22:05:05 +0000 2010,e-Marketing: knowledge; tips; techniques and mindsets
coryholden,Vancouver; British Columbia,Fri Apr 25 18:36:04 +0000 2008,tweets are for entertainment purposes only and could be from an automated service.
Hwesta,Burnaby; BC; Canada,Mon Feb 23 18:00:06 +0000 2009,
farecheck,Vancouver; BC; Canada,Thu Nov 04 08:31:08 +0000 2010,Transit Fare Check Watch. Did you just spot the TransLINK Police on the bus; skytrain; seabus; or perhaps at a station or bus stop? Let others know here! 
StayFitAnywhere,Vancouver,Mon Jun 08 21:04:52 +0000 2009,Personal training company; creating fitness solutions for groups & individuals. Introducing online training tools for trainers. Ask us!
GlobalguyBC,Vancouver,Wed Oct 27 21:56:50 +0000 2010,
mrwideeye,,Thu Oct 14 08:02:11 +0000 2010,
CustomTrains,Davis; CA,Fri Sep 04 18:11:33 +0000 2009,I hand draw trains. I've drawn over 2;000 locomotives and other equipment from steam to diesel.  I designed the BN SD70MAC executive paint scheme in the 90's!
MissSooke,Nomad,Fri Nov 05 19:38:05 +0000 2010,Mom - Marketer - Food Junkie
EmmeRogers,Canada ,Wed Aug 27 16:36:46 +0000 2008,Weaves the fabric of a good story and is loving every moment of it (even the mortifyingly embarrassing ones).
jnb65,Probably at an airport...,Wed Jul 01 19:20:47 +0000 2009,Tech entrepreneur; in-vehicle connectivity pioneer; husband; father; cyclist; & badger frightener
a_jorgensen,New York; New York.,Wed Sep 16 18:46:09 +0000 2009,
bryninninn,Vancouver,Thu Mar 19 05:59:23 +0000 2009,I guess I do need to spend some time off my bike once in a while...
kitsbc,Vancouver,Thu Dec 02 18:23:19 +0000 2010,Lover of music; hockey; photography and technology. Look forward to talking about and sharing info on similiar interests.
RobBalasabas,Vancouver; BC; Canada,Mon Feb 23 04:30:15 +0000 2009,Real Estate Guy. Fan of the Vancouver Canucks; Crepes on Robson; Social Media; and for fun we Connect Home Buyers & Sellers. Cheers!
localvanplumber,Vancouver/Surrounding Areas,Sun Jan 23 00:18:35 +0000 2011,Local Vancouver Plumber/Gas Fitter available evenings/weekdays/weekends/emergencies Call Jason:778 863 5297
sandy_wakeling,Pitt Meadows; BC Canada,Fri Jul 17 16:49:03 +0000 2009,Communications Mgr for @LangleySchools. Love Canadian history & politics. Proud dad & resident of Pitt Meadows; BC.
_TeeLee_,Vancouver,Tue Feb 03 00:11:25 +0000 2009,Geek; friend; karma points collector; food blogger; design enthusiast; many years as Digital Project Manager & now working the social media at @BigParkStudios
CarFreeBltmore,Baltimore,Sun Oct 10 15:36:33 +0000 2010,Braving the urban wilderness without a car; city planning; transportation policy; and random nonsense. Also; likes pancakes. 
Genki119,Kanagawa,Thu May 03 14:54:50 +0000 2007,イラストレーター高田ゲンキ（高田元樹） Illustrator Genki Takata   神奈川県平塚市在住。雑誌・書籍・web・教材等で活動中。
BikeMappingWiki,43.666°N; 79.3345°W,Sat Apr 10 02:41:00 +0000 2010,Michael Holloway @BikingToronto.   The Wiki: (Toronto/GTA Bicycle Route Mapping Wiki http://bit.ly/eFM8Bi)  The Blog: (@Blog_Freewheel http://bit.ly/hJYrQt). 
Deron74,Squamish BC Canada,Mon Jun 08 23:55:39 +0000 2009,38 yrs old; son; brother; ex-husband; father;blogger; amateur guitar picker; coffee lover. Sports; poker; music. Opinions are MINE only. Johnny Cash Junkie
danahyatt,CalCap,Tue Jun 17 07:58:20 +0000 2008,Media WatchDog:Since reporting the precise truth to the Public is the last priority of a reporter.
tigurr,New Westminster BC,Sun Mar 02 22:56:59 +0000 2008,thirty seven with no dependents piercings / tattoos i like learning about technology; always hungry love coffee & sushi SMS/call my google voice# 443.29one.9744
RinaChong,YVR..:::..YYC..:::..JFK,Tue Apr 07 17:52:12 +0000 2009,Trade executive: :Social media affairs: :Angelology: :Worlding: :Mother: :Daughter: :Promoter: :Wine: :Dine: :Shop
JoyVanOeffelen,Grand Rapids; MI,Wed Aug 27 22:19:55 +0000 2008,Business & Marketing Coach: Marketing; Business Success; Organizational Leadership; Strengths Development. Marketing Programs Manager @LeanLogistics. MBA grad.
PeteSchaad,Vancouver BC,Sat Mar 21 15:36:37 +0000 2009,Radio voice of Whitecaps FC; host of Whitecaps FC Daily (TEAM 1410 3-4pm) and long time Villa fan.
jamesburke54,Honolulu; Hawaii,Wed Mar 12 00:36:15 +0000 2008,Disaster preparedness training & public transportation advocate; sometimes bicycle rider; and have been known to hit the dimpled white sphere
WomensFinancial,Vancouver; BC ,Fri Oct 31 04:56:52 +0000 2008,The Women's Financial Learning Centre offers unique financial education programs - designed especially for women.  We do not sell any investment products.
trueblinkit,ÜT: 49.268126;-123.139375,Fri Jun 13 06:08:39 +0000 2008,Writer; reader; geek; virtual citizen; cyclist; cat owner; editor of Vancouver Courier.
GrassrootsFilm,Seattle; WA,Thu Feb 18 19:41:05 +0000 2010,Grassroots adapted from Zioncheck for President by Phil Campbell a hilarious; bittersweet; true story of the 2001 Seattle City Council race.
pchoitwitt,,Sun Apr 19 20:19:21 +0000 2009,
melisnurk,Turkey;Istanbul,Thu Sep 30 21:26:09 +0000 2010,human nature
fictiontherapy,Vancouver; BC,Wed Jun 16 15:52:02 +0000 2010,We're a critiquing service to help authors improve their craft no matter what their writing goal.
profesorbaker,Santiago; Chile,Sat Jun 27 13:51:29 +0000 2009,Do not go where the path may lead; go instead where there is no path; and leave a trail. Ralph Waldo Emerson
threehoa,Atlanta,Tue Apr 06 14:10:28 +0000 2010,Dream as if you'll live forever. Live as if you'll die today.
lisasj,Vancouver; Canada,Thu Nov 06 16:34:37 +0000 2008,Reporter for Canada's public broadcaster. Also into data; green spaces; ideas; art and tides. Keeps gumboots at work. Lisa.Johnson [at] cbc.ca
RNRCircus604,Vancouver; B.C. Canada,Mon Jan 17 06:10:54 +0000 2011,Classic Rock Band from Vancouver; BC Canada. Currently; we are recording our debut album! More Vancouver gigs to come in the near future!
Lindsey_Pinto,Vancouver,Fri Apr 16 02:20:45 +0000 2010,Communications manager at @OpenMedia_ca. Internet enthusiast. Aspiring nerd. Advocate.
thewellcafe,Vancouver; BC,Sat Dec 19 07:28:08 +0000 2009,A Small Unique Cafe on the West side of Vancouver.  Visit us for a great Latte; and a nice relaxing atmosphere.
jdt599,Vancouver; BC,Fri Apr 02 23:27:37 +0000 2010,Litigation trial lawyer in Vancouver; BC
blandcouver,Vancouver,Thu Feb 26 06:26:27 +0000 2009,We're a group of tech & media curmudgeons who love Vancouver but think sometimes the people in this town need a friendly punch in the stomach.
kevwrites,Victoria; B.C.,Thu Sep 24 14:55:50 +0000 2009,Wordsmith. PR Pro. Photographer. Reader. Friend. Proud uncle. Living life in Victoria; B.C.  Always interested in meeting new tweeps!
VanTreeLighting,Vancouver; BC,Wed Nov 17 23:54:53 +0000 2010,Friday December 9th; 2011; come support Vancouver's Tree Lighting at Jack Poole Plaza at the Convention Centre; 5:30 pm to 7 pm.
YarnDancer,Victoria; BC,Wed Dec 08 16:54:00 +0000 2010,Librarian; bellydancer; knitter; and crazy for politics
globecampus,Canada,Thu Aug 14 15:01:27 +0000 2008,Highlighting The Globe and Mail's extensive coverage of K-12; higher and business education. Twittering is Simon Beck; the Education Reports editor. 
shapeGuyFun,,Wed Dec 08 22:05:05 +0000 2010,
ToddMerritt,,Sun May 03 05:12:04 +0000 2009,
JoshHodding,Vancouver,Fri Nov 07 05:01:45 +0000 2008,editor for television news at Global BC; geek and all around shit disturber
debalkanize,Vancouver; Canada,Thu May 20 07:57:02 +0000 2010,Grad student interested in human security; languages; peace; #gender and human rights in the #Balkans esp. #Bosnia. Views mine; RTs; follows ≠ endorsements. 
Tending2Entropy, Guelph; Ontario,Mon Jun 29 17:28:09 +0000 2009,learning/ building capacity in myself & others/ Always trying new things. Entropy is a measure of a system's tendency towards spontaneous change.
WINERUFFIAN,Vancouver BC,Sun Mar 22 18:24:51 +0000 2009,Measurement driven marketing & 2.0 consultant. Food & wine geek. http://wineruffian.tumblr.com
CBCSmart,Victoria; BC,Wed Jul 14 21:15:22 +0000 2010,Legislative Reporter for CBC Television - @cbcnewsbc. Opinions expressed are my own.
vbgoz,Los Angeles,Sun Sep 14 07:38:53 +0000 2008,CocoaTouchGeek
